"","title","point","review"
"325","몬스터 헌터","3","어차피 후속편 만들거였으면 세계관과 드라마에 대해 고민해보는게 좋지 않았겠어? 뭐 내용이 읍써도 너무 읍다야!"
"326","덕구","10","뻔한 눈물장전 결말일줄알았는데 그렇지았않아서 좋았다. 엄마의 소중함을 다시한번 느낀영화."
"327","테넷","8","일어날일은 일어난다면 미래의 파괴된 환경은 결국 일어났고 과거에 환경이 망가지던 덜 망가지던 미래의 파괴된 환경은 이미 일어난 일인데 왜 굳이 미래인이 과거에 관여하려한건지 좀 이해가 안되네"
"328","비스티걸스","1","커쇼를 향해 가즈아~~~~!"
"329","판의 미로 - 오필리아와 세 개의 열쇠","8","기예르모 델 토로의 잔혹동화."
"330","극한직업","10","두번 봤는데 존잼 ㅠㅠ ㅋㅋㅋ"
"331","뷰티 인 더 글라스","8","중독이 떠오른다. 강한 결심으로 현실에 디딘 발의 무게로 금욕하지만 다시 원위치 되는 인간의 모습. 과연 주인공 아저씨는 결심을 지킨 것인가? 끊어 낼 수 있을까? 끊어야 한다. 모두가 그렇다면 좋은 세상이 되겠지."
"332","어톤먼트","6","와 개빡쳐 진짜... ost는 좋은데... 와... 진짜 단발머리 너어는.... 후..."
"333","라이프 오브 파이","10","죽기전에 안보면 손해인 영화"
"334","첨밀밀","10","단추 참~~~ 힘들게 채워준다"
"335","크리스마스 캐롤","10","정말 너무 재밌게 봤습니다"
"336","강철비2: 정상회담","6","국뽕도없고 답답하고 억지스럽고  미국대통령이 연기 제일 잘합니다"
"337","극장판 귀멸의 칼날: 무한열차편","10","보면 가슴이 웅장해지는 영화  2기 기다리면서 후유증이 너무 심하다 차라리 안 봤을 때로 돌아가고 싶다 너무 재미있다"
"338","가려진 시간","10","스토리가 너무 복잡하지 않은 환타지영화라서 보는데 스트레스가 없다. 영상미가 뛰어나고 배우들의 연기도 좋고 기승전결 스토리도 짜임새있다"
"339","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠를위한 영화 안보고후회하지말고 일단 보세요"
"340","세자매","8","김선영님의 연기는 가히 최고였지만  맡은 역할에 대해선 이해가 되지 않는 부분이 있다. 학대 받고 살아왔다고 저렇게 평생을  폭력을 인정하며 , 마치 그러는 편이 편해보인다는듯 산다고? 거기에는 동의 할 수 없다.장윤주님의 연기도 좋았지만 학교씬은 현실과는 너무 거리가 멀지 않았나 싶다.  다시 느끼지만 가정폭력을 인정하며 사는 순간  그건 인간이길 포기한거다"
"341","타락천사","9","퇴폐적인 화보집을 영상으로 보고온 느낌"
"342","디에고","7","조용히 살 수 없는 너무 많은 스포트라이트"
"343","그것만이 내 세상","10","인생 top5 영화.최고의 배우들"
"344","기방도령","9","조선시대 분위기를 가볍게 담으면서 시대배경을 잘 표현한거 같습니다."
"345","승리호","10","좋은데요? 기대 안하고 봤는데 한국영화 발전 많이한듯"
"346","그대, 고맙소 : 김호중 생애 첫 팬미팅 무비","10","넷플릭스로 지금 또 보고있는데그날의 감동이ㅠ 볼때마다 감동"
"347","극장판 귀멸의 칼날: 무한열차편","10","대사와 그림체 모두 기대이상 이었습니다ㅎㅎ넘 감동이었습니다ㅜㅜ"
"348","빽 투 더 퓨쳐 3","10","2021년에 다시봐도 미침. 죽여주는영화"
"349","체이싱","1","아 이게 무슨 3류 영화냐"
"350","커뮤터","9","오랜만에 흥미진진했던 영화 연기력은 말해뭐해... 좁은공간에서 주는 은근한 긴장감도 좋았다"
"351","미쓰백","10","진짜 너무 속상한 영화, 현실 그래도 마지막이 너무 속상하지 않아서 다행이였어요.한지민 최고!!"
"352","극장판 귀멸의 칼날: 무한열차편","10","애니를 원래 즐겨보는 사람은 아닌제 이걸 보고 느꼈음 귀칼은 정말 명작이라는 걸... 진짜 개재밌음 진짜 진ㅁ즈 진짜 이건 영화관에서 봐야함 정말 너무 재밌어여 꼭 보셍ㅛ 휴지 꼭 챙겨가시구요 넘 재밌다구여 정말 ㅠㅠㅠㅠ"
"353","세자매","10","누군가에게 꼭보라고 추천을 할만큼인진 모르겠지만내가 이영화를 봤다는게 참 행운이구나 느끼는영화"
"354","라스트 레터","6","이와이 슌지의 전작보다 많이 부족한 편지"
"355","PMC: 더 벙커","10","평점 너무낮네...ㅜ 볼만했는데"
"356","벤자민 버튼의 시간은 거꾸로 간다","10","사랑하는 사람들과 헤어질 수 밖에 없는 삶이란"
"357","세자매","10","디테일이 살아있음... 결혼해서 세자매가 저러는데 남편들이 불쌍함... 여자들은 감정 조절이 힘듬."
"358","티파니에서 아침을","8","Moon River 노래 너무 좋다.60년대인데 왠지 지금보다 세련된거 같다오드리헵번만 소화 할 수 있는 옷들 특히 맨처음에 검정드레스에 커피와 크루아상을 먹는 장면은 명장면이다."
"359","그랜드 부다페스트 호텔","10","보는내내 눈이 즐거운영화.보는장면이 모두 액자속 그림같은 어둡고 침침한 교도소안도 앤틱하고 분위기있게 그려내는  감독의 연츨력이 대단합니다.보고 후회하지않을 영화입니다."
"360","아마겟돈","10","영화도 물론인데 OST가 죽여줌"
"361","골든슬럼버","1","주인공이 착한역이요. 모자른역이요.애를 왜 저지경으로 만들어 놓나. 하. 할말이 없다. 감독누구나."
"362","마담 싸이코","8","사설탐정이 왜케 허술하고 멍청한거야"
"363","세자매","10","최근 본영화중에 최고"
"364","절대쌍교","10","어렸을 때 정말 재밌게 본 영화죠~ 유덕화, 임청하 멋있어요. 이화궁중도 멋있고~~"
"365","사랑은 비를 타고","7","singin'in the rain~고전 뮤지컬영화는 역시 굿탭댄스를 추는 장면이 제일 좋았다"
"366","완벽한 타인","10","극단적으로 표현했지만 우리 인생과 같다.주변을 돌아보게 되는 영화"
"367","소울","8","감독이 뭔가 너무 가르치고 싶어하는듯... 물론 끄덕여지는것은 있으나 현재를 살라는 내용의 명상 자기계발 이런것도 워낙 많아그런가  메세지도 약간 진부음악과 영상은 좋음 ^^"
"368","미션 파서블","10","다 필요없고 영화관에서 남자 둘이서 봄요"
"369","극장판 귀멸의 칼날: 무한열차편","8","중반까진 루즈한면이 있지만 후반부로 갈수록 재밌어요"
"370","가나의 혼인잔치: 언약","9","무시라....ㄷㄷㄷ 낮에 오시면 안 될까요 ㄷ"
"371","라스트 레터","10","무엇인가 닿을 듯 닿지 않는... 그러나, 그것이 주는 여운을 담아내는 이와이 슌지 감독다운 영화를 정말 오래간만에 마주했다. 대학생 무렵에 보았던 4월 이야기에서의 마츠 다카코가 이제는 중년의 아줌마가 된 것 처럼 비슷한 연배의 추억 이야기가 마치 과거에 경험했던 여운과 감동으로 또다시 느껴졌다. 20여년의 세월 후에 이런 작품을 또 다시 볼 수 있기를..."
"372","극장판 귀멸의 칼날: 무한열차편","10","그냥 개쩐다 이거는... 안본 시절로 돌라가고 싶다"
"373","온리 더 브레이브","10","감동그자체 강추 말로 표현을 못하겠다"
"374","극장판 귀멸의 칼날: 무한열차편","10","염주 죽은거 에바야...."
"375","클로젯","6","분수를 알고 삽시다. 지나친 열정은 욕심으로 발전한다."
"376","로빈 훗","6","늘어지는 호흡과 클리셰가 몰입하기 힘들지만, 블록버스터의 가치는 한다"
"377","소울","10","진짜 인생 영화일줄이야..진짜 인생 영화 맞았네요혼자 조용히 집중해서 또 보고싶은 영화에요"
"378","솔트","10","슈나이더가 백악관에 동지가 또 있다.라고 한순간 테드가 생각나면서 소름이 돋았다 . 안젤리나졸리 진짜 지구최강 멋있다"
"379","초이스","10","지금 순간이 최고인듯 살자"
"380","죽지않는 인간들의 밤","8","어이없는데 뭔가 웃겨요 ㅋ병맛웃음?ㅋ"
"381","최미역행","1","이 영화는 ""짱""입니다"
"382","퍼펙트 케어","10","스토리가 신선 미국에서는 실제로 이런가 싶기도 간만에 기대안하고 재밌게 본 작품"
"383","소울","7","오랜만에 힐링되는 영화였다."
"384","판더믹","1","최악의 영화. 이기주의의 극치"
"385","나이브스 아웃","8","마지막 반전은 예상 못했는걸"
"386","남극일기","4","지금보면 배우라인업오지는데 흥행망함ㅋㅋ"
"387","더 스토닝","10","아.. 진짜 이 영화 우연히 알게 되었는데.. 종교는 악귀들의 모임인가? 신의 뜻으로 사람을 죽인다??사람에게 그렇게 할 권한을 어떤 신이 주었단 말인가? 그런 신은 죄다 악귀이지.. 신이 아니다. 남자의 탐욕으로 죄없는 여인을 투석형으로 죽이다니.. 종교는 아무리 생각해도 사람에게 탐욕을 위해 존재하는 도구일뿐이라는 생각이다."
"388","나이브스 아웃","10","아 잼나 너무 잼나 영국 느낌 분위기도 넘아 조아 영국 발음도 좋아"
"389","스승의 은혜","10","전시대 이시대 선생들이 꼭 봐야할 영화. 앞으로 자라나는 아이들에게 상처주지 말기를. 30년이 지난 지금도 국5때 당했던 기억에 마음이 아픕니다"
"390","가장 보통의 연애","1","숢먹는 반복된 장면 보기 싫어서 중간에 안봄"
"391","사마에게","7","그럼에도 불구하고 삶은 이어진다. 시리아의 조속한 안정을 기원한다."
"392","극장판 귀멸의 칼날: 무한열차편","9","친구가 완전 추천해줘서 보러갔는대 재밌었어요! 영상 연출이 진짜 대박이고 성우들 연기도 좋았구여 그림체가 동글동글 귀여워요 ㅠㅠ원래 일본애니 진짜 안좋아해서 안보는데 얘는 괜찮았네용~"
"393","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"394","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"395","중경삼림","10","진짜 재밌습니다 어머니가 좋아해서 봤는데 한 때는 하루에 한 번씩 꼭 볼 정도로 중독성도 있어요...강추합니다 이번에 재개봉하는데 친구랑 같이 보러가려고 합니다"
"396","글래스","2","싸패를 그린 영화인줄알았는데 히어로물이라니 ㄷㄷ"
"397","택시운전사","10","최고의영화  웅장이가슴해집니다."
"398","택시운전사","10","최고의영화  웅장이가슴해집니다."
"399","이미테이션 게임","9","전쟁영화 이런 것도 싫고해서 안 봤는데 평점이 너무 좋아서 보기 시작함 초반엔 좀 지루하다 채널 돌려서 다른 채널 볼까 하다가 결국 끝까지봄진짜 재미있음마지막이 좀 ㅠㅠ 해피엔드 인 거 같으면서 아닌 거 같은 느낌 뭔지 모르겠음 내가 봤던 영화상 주인공의 결말은 너무 불쌍함 ㅠ하지만 엄청 감동임"
"400","세 얼간이","10","인생작 코미디 속에 잔잔한 감동 쓰나미"
"401","극장판 귀멸의 칼날: 무한열차편","10","말이 필요없음 3번이나 봤는데 마지막에 슬픈건 똑같음"
"402","카오스 워킹","1","생일이라 3.1절 롯시갔다가 저도남편도 120분 러닝타임중 90분 자다가 귀가했네요. 핵노잼이니 돈과 시간이 많으신 분들만 관람하시길!"
"403","PMC: 더 벙커","3","연출에서 더테러라이브 감독인거 바로 앎. 사운드는 복붙 수준으로 겹침. 걍 더테러라이브+터널인데 재미는 절반. 스토리가 너무 허접해서 전혀 몰입이 되지 않는데 사운드가 혼자 열일해서 안쓰러움. 이선균 역대급으로 웅얼거림."
"404","툼스톤","10","그냥 나는 통쾌한 영화가 좋음. 리암니슨 나온 영화는 통쾌함 진부하든 뭐든 좋음."
"405","극장판 귀멸의 칼날: 무한열차편","10","아 진짜 대박 애니 안보고 봐도 어느정도 이해 되면서 봤고 애니 다 보고도 상영중이면 또 볼 예정 진짜 너무 대박;;;"
"406","태풍이 지나가고","10","아버지를 싫어하지만, 나의 일부여서. 엄마의 조언을 듣고, 그 싫은 점을 품고 나는 이제 현실의 그 순간순간, 하루하루를 살아갈 거다, 늦여름의 마지막 태풍이 지나가고 맑게 갠 하늘 아래서."
"407","세상에서 가장 아름다운 이별","10","이런 영화가 천만관객이 되야되는 거 아닌가"
"408","PMC: 더 벙커","10","졸라 재밌습니다 ㄹㅇ 보고 판단하세요"
"409","카오스 워킹","10","재밌어요~~ㅠㅠㅠ 남주 존귀"
"410","극장판 귀멸의 칼날: 무한열차편","10","렌고쿠...빛주..."
"411","굿 윌 헌팅","10","내게도 ""네 잘못이 아니야"" 라고 말해주는 스승을 만났더라면"
"412","하나 그리고 둘","10","별거인양 별거 아닌양 인생을 흐른다ㅡ 타인의 삶으로 내삶을 돌아보고 싶을때"
"413","소울","10","늦게라도 보길 잘했네요 너무 잘 만들었어요"
"414","우먼 인 할리우드","1","그 성별들의 자위용 뽀르노1 양녀들은 그나마 뭐라도 해보고 저러는데 국산녀들은 그저 남자들 떡고물 받아먹을 생각만 하는 버러지 그 자체, 무슨 한남들이 봐야 한다 이딴 소리 할 시간이 니들이 알아서 좀 바꿔 보세요 ㅋㅋ"
"415","미션 파서블","10","금방 영화 보고 나옴. 리뷰 보고기대를 크게 안해서 인지재미있게 봄.영광이의 능청스러움이 더 웃겼음 ㅋㅋㅋㅋ"
"416","데블","8","저예산 반전영화. 마무리가 좀.."
"417","극장판 귀멸의 칼날: 무한열차편","10","이것은 진짜 명작이다..그것말곤 할말이 없다"
"418","버드 박스","9","부디 육아를 혐오하는 한국 여자들도 피해망상으로부터 벗어나 주인공처럼 극복할 수 있으면 좋겠다."
"419","원타치","10","잠시 떠났던 주먹세계로 돌아갈 자극이 되었다"
"420","가베: 그녀의 숲","10","음악 영상 참 좋았다"
"421","쁘띠 아만다","10","“포기해야 해”... 그러나, ‘희망’...필연적 ‘자기치유’ 의 과정을 아프지만 섬세하게...쁘띠 아만다의 연기가 돋보이는 영화!"
"422","뱅가드","2","3만명이나 보다니 중국사람 많네요 감독은 30년전에 풀리스스토리3 만든감독인데. 장만옥, 양자경, 성룡 주연이었고. 무려 30년 디렉팅은 발전은 없고 버터만 잔뜩 바르는 기술만 배웠군요. 깃발든 중국인민군 로고 제작사 영화는 믿고 거르는게 국룰인듯, 이런영화를 중국인들은 최고라고 좋아하는걸까요? 그렇다면 이불킥하느라고 이불이 남아나지 않을듯 싶내요. 제발 성룡의 마지막 작품이길."
"423","극장판 귀멸의 칼날: 무한열차편","10","와 진짜 개박살나네요 미쳤다"
"424","록 스탁 앤 투 스모킹 배럴즈","8","돌고도는 골때림"
"425","골든슬럼버","1","와 강동원나오는 영화중에 이런 재미없는게있었다니캐릭터도답답하고 전개도 허술하고"
"426","극장판 귀멸의 칼날: 무한열차편","10","원래 애니 정말 안 좋아하는데 처음으러 재밌게 본 애니,, 영화관까지 보러ㄱㅏㄴ것도 처음. 그만큼 개재밌어요"
"427","트라이얼 오브 더 시카고 7","5","자유의 댓가가 피 흘리지 않고 가능하답니까???  철부지 시카고 7들아"
"428","뉴 폴리스 스토리","2","멜로가 찍고싶은 멜로 드라마를 찍어라 쓰레기 영화네"
"429","소울","10","뭔가 많은 걸 생각하게 해준 영화"
"430","극장판 귀멸의 칼날: 무한열차편","6","극장판을 가장한 ...TV판그냥 TV판 2편을 붙여논거랑 다르지 않음CG는 그닥이고...액션씬은 매우 화려하고 좋앗음"
"431","극장판 귀멸의 칼날: 무한열차편","10","재밌게 잘 봤습니다!"
"432","소울","8","평범한 나날들이 가장 소중한 순간들이라는걸 깨닫게 해준 영화입니다"
"433","극장판 귀멸의 칼날: 무한열차편","10","오뭔데 관람객이 한 명이냐???"
"434","스카이라인: 라스트 워","1","바보 같은 영화... 스카이 라인 2/3/ 은 대중이 원하는 영화가 아니다.  뭐냐,. 대중은  CG 나 스토리나 더 원하는데.. 드라마로 영화를 만들었다. 존낸 실망이야.. 돈들여야 이런 스토리르를 만들다니."
"435","극장판 귀멸의 칼날: 무한열차편","10","와 ㄹㅈㄷ,,,, 와,, ㄹ?? 나 씹덕이야 반했어 너무 재밌어,, 액션 개많아,, 최고야,, 낼도 볼까나??????;, 와 ㄹㅈㄷ야 진짜로,, 미쳤어,, 따랑해,,,"
"436","세자매","10","기대이상 특히 뭐 문소리는 어떤역을 맡아도 다 자신의 것으로 잘 소화 특히 대사중 남편에게 이혼도 능력이 있어야 하는거야? 그리고 돌아서면서 이 발정난 OOO야 와우 진짜 통쾌했음 그리고 진짜 교인들의 모습 잘 표현 캐릭터 연구 많이 하신 듯 역시 연기의 신이신 듯 그리고 김선영의 연기력도 대단 평범한 듯 하면서도 범상치 않는 느낌이랄까? 캐릭터 너무 잘 소화 그리고 막내 장윤주는 처음엔 전 공효진인 줄 알았는데 장윤주 진짜 심하게 망가진 그래도 잘 소화 와 모델출신이라고 우습게 보면 안 될 듯 그리고 어떻게 면을 그렇게 맛있게도 드시는지 순간 먹고 싶었음 전 세배우에게서 카멜레온 같은 동물적 본능을 느꼈고요 전 스토리 전개 또한 좋았지만 전체적 캐스팅이 너무 완벽했다 싶어 특히 문소리의 대사들이 진짜 유쾌 상쾌 통쾌해서 좋았음 뻔할 것 같았지만 뻔하지 않았던 영화 엔딩에는 진짜 많이 울었음 특히 문소리가 아버지에게 한방 날 리며 오열하는 부분에서 이 영화를 보고 느낀건 진정 하느님은 세상에 존재하지 않으시구나 라는 것을 느꼈습니다 그러지 않고서야 어떻게 교회에서 버젓이 그런 행위들이 일어나겠나? 인간은 누구나 다 똑같다 싶었음 단 가면만 쓰고 있을 뿐"
"437","미션 파서블","8","과하지안코 요즘상황에 딱보기조은 영화였습니다. 한국영화의 코믹정도가 이정도가 가장 좋을듯합니다. 갠찬았어요."
"438","몬태나","8","뭐랄까...멋진 남다를 본 느낌이랄까... 마지막 기차 타는 장면은 최고였어요!"
"439","꾼","5","혼술할 때 가볍게 보세요"
"440","극장판 귀멸의 칼날: 무한열차편","10","말이 필요한가.. 우리염주.."
"441","족벌 두 신문 이야기","10","일제의 앞잡이 노릇하다 해방후에는 친일반공세력의 앞잡이, 군사독재정권의 앞잡이, 재벌부패기득권의 앞잡이 노릇하며 권력을 누려온 조선일보,동아일보를 폐간시켜야 대한민국이 정말 제대로 발전해나갈 것이다."
"442","세자매","10","배우 분들의 연기가 너무 좋앗어요"
"443","음양사 : 청아집","10","극장에서 너무 보고싶다!ㅠㅠ 극장에서 개봉 안하낭?!"
"444","짐작보다 따뜻하게","2","고개가 갸우뚱하는 씬들이 너무 많아서 집중하기 힘든 영화입니다. 너무 아마추어적인 작품입니다.초반부와 후반부에 나오는 고딩커플 씬은 정말..."
"445","곤지암","2","솔직히 곤지암이 무서울줄 알고 봤는데 그냥 소리만 지르는 영화네요저 무서운거 잘 못보는데 이거는 무표정으로 봤어요"
"446","정브르의 동물일기","10","동물들 보면서 힐링했어요 가족이랑 보면 좋을것 같아요"
"447","극장판 귀멸의 칼날: 무한열차편","10","강하고 마음씨 착한 아이의 엄마로 살 수 있어서 행복했습니다 렌고쿠형님 살려네ㅠ"
"448","극장판 귀멸의 칼날: 무한열차편","10","유포터블의 갓작화!!!"
"449","극장판 귀멸의 칼날: 무한열차편","10","애니메이션 중에 액션씬 최고라고 생각합니다 스토리 연출 음악 빠지는 게 없었음 4DX로 봤는데 걍 존나 재밌으니까 보세요"
"450","소울","10","현재에 삶에 만족하면서 살라는 깨달음 ."
"451","미션 파서블","2","그게 그건거인 그런영화그냥 나중에 티비보면 중간에 화장실가고 간식 먹고 친구랑 카톡하다 보면 끝나는 영화돈내고 좋은 식사를 하심이~~"
"452","더블 타겟","10","개인적으로 마크월버그 최고의 영화. 복수극하면 이영화부터 생각남"
"453","이별의 아침에 약속의 꽃을 장식하자","10","몇번을 봐도 감동이네요 갠적으로 추천 일본에니매이션  탑5안에 들어요"
"454","가장 보통의 연애","10","현실성 있는 대사와 상황들 공감됩니다~"
"455","화양연화","10","처음 볼때는 뭐지?? 두번째 볼때는 뭔가...세번째 이상부터는 뭘까...이 익숙하면서도 아련한 .."
"456","미션 파서블","1","큰 기대를 안 하고 봤는데, 기대를 안 하고 봤음에도 재미가 없었습니다. 분명이 코미디 요소를 시도때도없이 넣어서 웃기려고 시도를 하지만 정말 한 번을 제대로 안 웃겨줍니다. 이 정도면 감독님이 정말 정말 코미디에 재능이 없는 분이신 겁니다... 트랜디하지도 못할 뿐더러, 너무 구시대 적 유머를 섞는데, 그 또한 너무 재미없게 표현을 해서.. 내용도 별로 없고, 액션에 공을 많이 들였습니다. 코미디 임에도 웃음 없이 볼 수 있습니다."
"457","극장판 귀멸의 칼날: 무한열차편","10","한시도 지루할 틈이 없었습니다"
"458","소울","10","너무 감동이고 삶의 의미에 대해 다시 생각하게되눈 영화에여,, 쿠키영상도 꼭 보세요"
"459","서버비콘","8","볼 만합니다. 배우들 연기도 주연, 조연 안 가리고 다 괜찮고요. 조지 클루니 영화 잘 만드는 듯."
"460","카오스 워킹","1","소재는 좋았으나.스토리도 애매하고 액션도 없고 로맨스도 없고이거 뭐지? 하는 영화."
"461","럭키","4","전반부의 코미디와 힘주고 만든 후반부의 부정교합."
"462","소울","10","하루하루의 소중함을 일깨워 줬어요^^"
"463","변신","10","한국산 호러치고는 신파에서 가장 벗어난 편"
"464","해치지않아","4","손재곤 감독님 영화를 좋아하는데요ㅜㅜ 기대에 못미쳐서 아쉬웠습니당 이층의악당 달콤살벌한연인 강추!!!"
"465","극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람","8","연출과 전개가 마음에 안듭니다"
"466","극장판 귀멸의 칼날: 무한열차편","10","전 집중 번개의호흡 제 1식 벽력일섬"
"467","화양연화","10","정말 벗고 야한장면없이 이렇게 섹시하고 아름다운 영화를 만들수 있다는 사실이... 영상미와 색채감.. 모든것이 완벽한 영화였어요!!"
"468","폴라","10","화끈하고 재밌네요.  기대안하고보니 더"
"469","호빗: 다섯 군대 전투","10","나에게  더이상 최고의 영화는 없다."
"470","극장판 귀멸의 칼날: 무한열차편","10","진짜 최고예요. 만화까지 다 본 사람으로써 진짜 결말을 알고 있었는데도 만화의 내용들을 완전히 살려주셔서ㅠ외쳐요 갓터블!!!! 사랑합니다, 포터블....오랜만에 혼영하러 갔는데 코쥬로를 보며 다시 한 번 인생의 교훈을 깨달아요ㅠㅠㅠㅠ헝헝 나에게 맡겨진 책무를 다하겠다는 그의 강인한 마음 너무 ㅠㅠㅠ과몰입한 거 아니냐구요?! 맞아요...코쥬로 이대로 못 보내...헝헝헝헝"
"471","신문기자","2","글쎄... 스토리가 진부하고, 소재는 황당하며, 연출도 뻔한 그런 영화다 내돈내산 리뷰"
"472","세자매","2","기독교를 나쁘게 그리는 것 같아 기분 나쁩니다"
"473","사랑한다, 사랑하지 않는다","1","웃기지마 연애 경험을 말하면서 공감돼서 재밌다는 허세떨지마 몹시 재미없고 몹시 공감대를 이끌어내지도 않아 너무 잔잔해서 짜증만나 의도적으로 천천히 아주 천천히 시퀀스가 이어지는데 고상한 의도인 것마냥 허세떨지마"
"474","오살","10","기회되면 꼭 보세여! 기대 이상입니다"
"475","루킹 글라스","1","똥도 제대로 닦지 못하고 질질 흘리며 엔딩. 감독놈 만날 일 있으면 싸데기 때리고 싶다."
"476","극장판 귀멸의 칼날: 무한열차편","10","마음을 불태워라 ㅠㅠㅠㅠ흐엉"
"477","클로젯","1","외국 오컬트 영화 다 짜집기한 망작... 베낄거면 포인트로 잘 가져와서 만들던가 내용도 다 예상가고... 대실망에 시간만 버렸습니다 넷플로도 보지마세요"
"478","수상한 가족","6","재밌게 잘보다가 막판에 진짜 어이없이 끝나버리네.  남주인공이 마지막에 자기 맘대로 감정적으로 행동하면서 모든걸 망친 수준인데 경찰한테까지 불었는데도 회사가 안망한다고?ㅋㅋ 따로 조사받거나 이런것도 없고 따귀 한대 맞고 끝? 적어도 회사에 엄청난 타격 가는 행동 아닌가? 해고 당하는것도 아니고 심지어 회사에서 다른 일거리까지 제안하네ㅋㅋㅋㅋ 영화라지만 이게 말이 되나? 판타지도 안이러겠네. 그리고 자기 독단적인 행동 때문에 여주인공부터 팀 전체가 피해보고 해고당할뻔하게 해놓고 그거에 대한 사과나 변명도 없이 갑자기 보고싶었다며 뻔뻔하게 나타나면서 일 방해하는 것까지 황당 그자체임;; 작중에서 아무도 이런 행동 지적 안하는것도 어이없고. 이웃이 죽은거에 죄책감 느끼는건 이해하는데 너무 끝까지 자기멋대로 행동하다 끝남. 감독이 신입 아무나 막무가내로 뽑지말라는 교훈을 주려고한거면 인정 ㅡㅡ"
"479","톰과 제리","6","톰이 너무 불쌍해요 ㅠ 영화는 감동적인 부분도 있긴하지만 좀 지루한 감이 있어요~ 애들이랑 보기는 좋음"
"480","극장판 귀멸의 칼날: 무한열차편","10","교훈이 있는 애니메이션임.감동적임."
